124,Lager,Golden Bear,Y
125,IPA,Rubicon,Y
126,Kelm Klassic Ale,Kelmer's,Y
127,Blue Heron Pale,Mendocino,Y
128,Eye of the Hawk,Mendocino,Y
129,Wheat,Golden Pacific,Y
130,Roger's Midsummer Wheat,Lind's,Y
131,Wicked Ale,Pete's,Y
132,Summerfest,Sierra Nevada,Y
133,Old Dipsea Barleywine,Marin,Y
134,Wheat,Devil Mountain,N
135,Dunkle,Sudwerk,Y
136,Rasberry Trail Ale,Marin,Y
137,Autumnfest,Drake's,Y
138,Mai Bock,Sudwerk,Y
139,Oktoberfest 1991,Devil Mountain,N
140,Oktober E. S. B.,Rubicon,Y
141,Golden Bear Bittersweet Ale,Golden Pacific,Y
142,Buzzard's Breath Ale,Big Rock,Y
143,Hefeweizen,Sudwerk,Y
144,Jolly Roger Holiday Ale '91,Lind's,N
145,Winter Ale,Golden Pacific,Y
146,Christmas 1991,Anchor,N
147,Holy Smoke Harvest Ale,Marin,Y
148,Rudolph's Raging Red Ale,Marin,Y
149,Dopple Bock,Sudwerk,Y
150,Hoppy Holidaze,Marin,Y
151,I. P. A.,Drake's,Y
152,Light,Coor's,Y
153,Scottish Ale,Grant's,Y
154,Drake's Amber Lager,Lind's,Y
155,Shakespeare Stout,Rogue,Y
156,Barleywine,St. Stan's,Y
157,Brew 101,Lind's,Y
158,Brew 6,Star,Y
159,Red Ale,Rogue,Y
160,Spring Bock,Big Rock,Y
161,Drake's Pilsner,Lind's,Y
162,Downtown Brown,Lost Coast,Y
163,Blue Light,Labatt,Y
164,Pete's Patio Ale,Lind's,Y
165,Woodruff Ale,San Andreas,Y
166,Seismic Ale,San Andreas,Y
167,Survivor Stout,San Andreas,Y
168,Wheat,Samuel Adams,Y
169,Drake's E. P. A.,Lind's,Y
170,Graffiti Wheat,St. Stan's,Y
171,Mai Bock,Grant's,Y
172,Cherry Ale,San Andreas,Y
173,Boston Ale,Samuel Adams,Y
174,Apricot Ale,San Andreas,Y
175,Drake's Dunkleweizen,Lind's,Y
176,Drake's I. S. P. A.,Lind's,Y
177,Oktoberfest,Samuel Adams,Y
178,Oktoberquake,San Andreas,Y
179,Pilsner,Urquell,Y
180,Drake's Best Brown,Lind's,Y
181,Stinson Beach Peach Ale,Marin,Y
182,Christmas 1992,Anchor,Y
183,Jolly Roger Holiday Ale 1992,Lind's,N
184,Cranberry Noel,San Andreas,Y
185,Festival Ale,St. Stan's,Y
186,Christmas Eve Ale,Devil Mountain,N
187,Albino Rhino Ale,Big Rock,Y
188,Belk's Bitter,Anderson Valley,Y
189,Nuptu Ale,Lind's,Y
190,Doppleweizen,Marin,Y
191,Razzberry Wheat,Drake's,Y
192,Nut Brown,Sierra Nevada,Y
193,Irish Stout,Murphy's,Y
194,Diablo Gold Ale,Devil Mountain,N
195,Mactarnahan's Ale,Portland,Y
196,Red Ale,Murphy's Creek,Y
197,Dark Wheat,Samuel Adams,Y
198,Wicked Lager,Pete's,Y
199,Harvest Wheat,Lost Coast,Y
200,Red Nectar Ale,Humboldt,Y
201,Pale Ale,Pyramid,Y
202,Red Diamond Ale,San Rafael,Y
203,Red Lager,Leinenkugel's,Y
204,Hefeweizen,Pyramid,Y
205,Oktoberfest,Devil Mountain,N
206,Bock,Spaten,Y
207,Oktoberfest,Murphy's Creek,Y
208,Sphinx Stout,Portland,Y
209,Porter,Portland,Y
210,Honey Beer,Portland,Y
211,I. P. A.,Grant's,Y
212,Snow Cap Ale,Pyramid,Y
213,Wicked Winter Brew,Pete's,Y
214,Wassail,Full Sail,N
215,Icicle Creek Red Ale,Portland,Y
216,Drake's Nog,Lind's,Y
217,Winter Warmer,Devil Mountain,N
218,Christmas 1993,Anchor,N
219,Mogul Madness,Rogue,Y
220,Jule Ale,Murphy's Creek,Y
221,Jolly Roger Holiday Ale 1993,Lind's,N
222,Main Sail Stout,Full Sail,Y
223,Cold Cock Winter Porter,Big Rock,Y
224,White Ale,Celis,Y
225,Wheaten Bock,Pyramid,Y
226,Hefeweizen,Widmer,Y
227,Dopple Bock,Widmer,Y
228,MalarkeysWild Irish Red Ale,Portland,Y
229,Blue LineStout,Red Hook,Y
230,Dark Lager,Etna,Y
231,Amber Ale,Full Sail,Y
232,Bacchus Ale,Drake's,Y
233,Lager,Dos Equis,Y
234,Grasshopper Wheat Ale,Big Rock,Y
235,Drake's Wheat Ale,Lind's,Y
236,Bitter Ale,Welsh,Y
238,Apricot Ale,Pyramid,Y
239,Ale,Black Lion,Y
240,I P A,Red Hook,Y
241,Wheat Ale,Sierra Nevada,Y
242,Jamaica Red Ale,Mad River,Y
243,Drake's Zatec Ale,Lind's,Y
244,Marzen,Gordon Biersch,Y
245,Wicked Red Ale,Petes,Y
246,I P A,Full Sail,Y
247,Two Rock Amber Ale,Santa Rosa,Y
248,Red Ale,Golden Gate,Y
249,Amber Wheat,Lind's,Y
250,I P A,Cascades,Y
251,Oktoberfest 1994,Devil Mountain,N
252,Stout,Santa Rosa,Y
253,Oktoberfest 1994,Murphys Creek,N
254,Oktoberfest,Portland,Y
255,Oktoberfest,Widmer,Y
256,Wheatberry Ale,Portland,Y
257,Pintail E S B,Bridgeport,Y
258,Anniversary Ale,Pyramid,Y
259,Red Ale,Napa Valley,Y
260,Pale Ale,Santa Rosa,Y
261,Winter Solstice,Anderson Valley,Y
262,Holiday Ale,Santa Rosa,Y
263,Festival Ale,Widmer,Y
264,Christmas 1994,Anchor,N
265,Spice Ale,Santa Rosa,Y
266,Jule Ale 1994,Murphys Creek,Y
267,Jolly Roger Holiday Ale 1994,Lind's,N
268,Best Brown Ale,Pyramid,Y
269,Hoppy Face Ale,Hoppy Brewing,Y
270,I P A,Santa Rosa,Y
271,Cotati Cream Stout,Santa Rosa,Y
272,Amber Ale,San Rafael,Y
273,Red Sky Ale,St Stans,Y
274,Centennial Ale,Anderson Valley,Y
275,Riptide Red Ale,Butterfield,Y
276,Bridalveil Ale,Butterfield,Y
277,Willamette Pale Ale,Butterfield,Y
278,Golden Ale,San Rafael,Y
279,Stout,San Rafael,Y
280,I.P.A.,Butterfield,Y
281,Warthog Ale,Big Rock,Y
282,Porter,St. Stan's,Y
283,Virgin Amber Ale,St. Stan's,Y
284,Wicked Summer Brew,Petes,Y
285,Pilsner,Full Sail,Y
286,Golden Ale,Full Sail,Y
287,Bock,Widmer,Y
288,Hefeweizen,Devil Mountain,N
289,Red Seal Ale,North Coast,Y
290,Cherry Wheat Ale,Sam Adams,Y
291,Wicked Honey Wheat Ale,Petes,Y
292,Pale Ale,Bridgeport,Y
293,Nut Brown Ale,Bridgeport,Y
294,Coho E.P.A.,Bridgeport,Y
295,Curve Ball Kolsch,Pyramid,Y
296,E.S.B.,Fremont,Y
297,Greatful Red Ale,Fremont,Y
298,Export,Gordon Biersch,Y
299,I.P.A.,Oregon,Y
300,Batch 352,Lind's,Y
301,Oktoberfest,Full Sail,Y
302,Hibernator Ale,Golden Pacific,Y
303,Red Ale,Lake Tahoe,Y
304,Cranberry Lambick,Sam Adams,Y
305,Scotch Ale,Sam Adams,Y
306,Christmas 1995,Anchor,N
307,Christmas 1995,North Coast,N
308,Winter Nectar,Humboldt,Y
309,Jolly Roger Ale 1995,Lind's,Y
310,Porter,Anchor,Y
311,Red Ale,Full Sail,Y
312,Millenium Ale,Anderson Valley,Y
313,Nut Brown,Full Sail,Y
314,Expedition Ale,Drake's,Y
315,I.P.A.,Hoptown,Y
316,Thompson Pale,Snowshoe,Y
317,Honey Porter,Sam Adams,Y
318,Hefeweizen,Black Diamond,Y
319,Rock,Rolling,Y
320,I.P.A.,Bridgeport,Y
321,Sabertooth I.P.A.,Bluewater,Y
322,Arrowhead Red Ale,Bluewater,Y
323,Misty Mountain Oatmeal Stout,Bluewater,Y
324,Mai Bock,Tied House,Y
325,Snoweizen,Snowshoe,Y
326,Scarlet Red,Snowshoe,Y
327,Grizzly Brown,Snowshoe,Y
328,Alpine Gold,Tied House,Y
329,Cascade Amber,Tied House,Y
330,Brown Ale,Tied House,Y
331,Summer Nectar Wheat,Humboldt,Y
332,Passionfruit,Tied House,Y
333,Wheat,Eel River,Y
334,Climax Steam Lager,Eel River,Y
335,Porter,Eel River,Y
336,Wheat,Bluewater,Y
337,Gold Nectar Ale,Humboldt,Y
338,Cypress Amber Ale,Carmel,Y
339,Wheat,Lake Tahoe,Y
340,E.S.B.,Butterfield,Y
341,Whistle Stop Pale Ale,St. Stan's,Y
342,Oktoberfest*,Tied House,Y
343,Oktoberfest,North Coast,Y
344,Pilsner,Eel River,Y
345,Wicked Oktoberfest,Pete's,Y
346,Peach Ale,Hoptown,Y
347,Red Ale,Hoptown,Y
348,Oktoberfest 1996,Murphy's Creek,N
349,Indian Summer Lager,Eel River,Y
350,Oktoberfest,Thomas Kemper,Y
351,Oktoberfest 1996,Eel River,N
352,Pale Ale,Wild Horse,Y
353,I.P.A.,Wild Horse,Y
354,Oktoberfest,Butterfield,Y
355,Pale Ale,Lagunitas,Y
356,IPA,Lagunitas,Y
357,Amber Ale,Grant's,Y
358,Perfect Porter,Grant's,Y
359,Yule '96,Murphy's Creek,N
360,Christmas 1996,Anchor,N
361,Christmas 1996,North Coast,N
362,Peach Wheat,Lake Tahoe,Y
363,Nutty Winter,Lake Tahoe,Y
364,Pale Ale,Parrot's Ferry,Y
365,Fest Ale,Snowshoe,Y
366,Jolly Roger Holiday Ale 1996,Lind's,N
367,Winter Brew,Carmel,Y
368,Nut Brown Ale,Lind's,Y
369,Oktoberfest,Beck's,Y
370,Winter Ale,Tied House,Y
371,Christmas Ale,Butterfield,Y
372,Blonde Ale,Coast Range,Y
373,Pale Ale,Coast Range,Y
374,I.P.A.,Coast Range,Y
375,Porter,Full Sail,Y
376,D.P.A.,Pyramid,Y
377,Great White,Lost Coast,Y
378,Alley Cat Amber,Lost Coast,Y
379,Raspberry Brown,Lost Coast,Y
380,Oatmeal Stout,Portland,Y
381,I.P.A.,Sierra Nevada,Y
382,Stout,Tied House,Y
383,Strong Blonde,Hangtown,Y
384,Pale Ale,Hangtown,Y
385,Vanilla Stout,Hangtown,Y
386,Mt. Witney Pale Ale,Butterfield,Y
387,I.P.A.,Murphy's Creek,Y
388,E.S.B.,Full Sail,Y
389,Wheat,Tied House,Y
390,Pilsner,Eel River,Y
391,Gold,Eel River,Y
392,I.P.A.,Eel River,Y
393,Wicked Mardi Gras,Pete's,Y
394,Apricot Wheat,Snowshoe,Y
395,Wheat,Parrot's Ferry,Y
396,Red Ale,Parrot's Ferry,Y
397,Porter,Parrot's Ferry,Y
398,Pale Bock,Lagunitas,Y
399,Brown Ale,Lagunitas,Y
400,Pete's Brass Rail Ale,Lind's,Y
401,Very Hoppy Bitter,St. Stan's,Y
402,Zig Zag Lager,Portland,Y
403,Summer Pale Ale,Portland,Y
404,E.S.B.,Snowshoe,Y
405,Pale Ale,Golden Pacific,Y
406,Golden Gate Copper Ale,Golden Pacific,Y
407,Hop Ottin IPA,Anderson Valley,Y
408,Mirror Pond Pale,Deschutes,Y
409,Obsidian Stout N2,Deschutes,Y
410,Black Butte Porter,Deschutes,Y
411,Very Special Pale Golden Ale,Full Sail,Y
412,Scrimshaw Pilsner,North Coast,N
413,Pale Ale,Acme,Y
414,Brown Ale,Acme,Y
415,Golden Ale,Redwood Coast,Y
416,Bachelor Bitter,Deschutes,Y
417,Czech Pilsner,Widmer,Y
418,Wheat Ale,Carmel,Y
419,Amber Ale,Alaskan,Y
420,Brown Ale,Mad River,Y
421,Pale Ale,Drake's,Y
422,Stout,Snowshoe,Y
423,Dopplebock,Tucher,Y
424,Summer Ale,Devil Mountain,N
425,Tasmanian Pale Ale,Devil Mountain,N
426,Five Malt Ale,Devil Mountain,N
427,Octoberfest,Lagunitas,Y
428,Octoberfest,Hoptown,Y
429,Porter,Hoptown,Y
430,Blue Star Wheat,North Coast,Y
431,River Otter Copper Alt,Sudwerk,Y
432,Vienna Lager,Tied House,Y
433,California Pale Ale,Tied House,Y
434,Porter,Tied House,Y
435,Jubel Ale (N2),Deschutes,Y
436,Frontier Ale,Alaskan,Y
437,Northern Harvest Wet Hop IPA,Sierra Nevada,Y
438,Creekside Wheat Ale,Butte Creek,Y
439,Roland's Red Ale,Butte Creek,Y
440,Winter Ale,Butte Creek,Y
441,Pub Ale (N2),Boddington's,Y
442,Christmas Ale '97,North Coast,N
443,Christmas Ale '97,Anchor,N
444,Golden Ale,El Toro,Y
445,Poppy Jasper Amber,El Toro,Y
446,Oatmeal Stout,El Toro,Y
447,Jolly Roger '97,Lind's,N
448,Christmas Ale '97,Butterfield,N
449,Best Bitter Ale,Faultline,Y
450,Burton Pale Ale,Faultline,Y
451,Winter Strong Ale,Faultline,Y
452,Highlander Ale,Portland,Y
453,IPA,Tied House,Y
454,Golden Ale,Butte Creek,Y
455,Golden Ale,Blind Pig,Y
456,ESB,Blind Pig,Y
457,Blind Pig IPA,Russian River,Y
458,Nitrogen Bitter,Sudwerk,Y
459,Irish Red Ale,Snowshoe,Y
460,ESB,Pyramid,Y
461,IPA,Portland,Y
462,Haystack Black Porter,Portland,Y
462,Porter,Kelley Bros.,Y
462,Haystack Black Porter,Portland,Y
463,Scotch Ale,Tied House,Y
464,Hemp Ale,Humboldt,Y
465,Pilsner,Sonoma Mountain,Y
466,Amber Lager,Sonoma Mountain,Y
467,Bock,Sonoma Mountain,Y
468,Artisan Lager,Rogue,Y
469,Dead Guy Ale,Rogue,Y
470,Hempen Ale,Fredrick,Y
471,Hopjack Pale Ale,Widmer,Y
472,Ray's Amber Lager,Widmer,Y
473,Hefeweizen,Faultline,Y
474,Kolsch Ale,Faultline,Y
475,IPA,Faultline,Y
476,Export Lager,Sonoma Mountain,Y
477,Lodgepole IPA,Snowshoe,Y
478,Double Abbey Ale,Drake's,Y
479,American Wheat Ale,Butterfield,Y
480,Tower Dark Porter,Butterfield,Y
481,Common Beer,Speakeasy,Y
482,Prohibition Ale,Speakeasy,Y
483,Satchmo Stout,Speakeasy,Y
484,Nitro Ale,Tied House,Y
485,Pale Ale,Alaskan,Y
487,Alt,Faultline,Y
488,ESB,Deschutes,Y
489,Oktoberfest '98,Anderson Valley,N
490,Oktoberfest,Portland,Y
491,Bombay By Boat IPA,Moonlight,Y
492,London Porter,Faultline,Y
493,Oktoberfest '98,Snowshoe,N
494,Oktoberfest,Faultline,Y
495,Untouchable Lager,Speakeasy,Y
496,Christmas Ale '98,North Coast,N
497,Death 'N Taxes,Moonlight,Y
498,Cannonball Porter,Snowshoe,Y
499,Golden Ale,Faultline,Y
500,Christmas Ale '98,Anchor,N
501,Jolly Roger '98,Lind's,N
502,Elfin Tipple,Moonlight,Y
503,Jubel Ale '98,Deschutes,N
504,Wheaten Bock,Tied House,Y
505,Oatmeal Stout,Alaskan,Y
506,Irish Stout,Beamish,Y
507,Lager,Tennent's,Y
508,Thunderhead IPA,Pyramid,Y
509,Bootjack Brown Ale,Anderson Valley,Y
510,Espresso Stout,Pyramid,Y
511,Porter,Tied House,Y
512,Imperial Stout,Hoptown,Y
513,Eye Of The Hairball,Lagunitas,Y
514,Fat Face Ale,Drake's,Y
515,Big Daddy IPA,Speakeasy,Y
516,Brutal Bitter,Rogue,Y
517,Czech Pilsner,Lagunitas,Y
518,IPA,Hoptown,Y
519,ESB,Tied House,Y
520,IPA,Wizard,Y
521,Spring Bock,Faultline,Y
522,Equinox Pale Bock,Lagunitas,Y
523,Brick Red Lager,Moonlight,Y
524,Blonde Ale,Red Hook,Y
525,Mandolin Red Lager,Moonlite,Y
526,Maximus,Lagunitas,Y
527,Pale Ale,Jefferson State,Y
528,Dragon Amber,Wizard,Y
529,10Yr Anniversary Ale,Lind's,Y
530,IPA,Wolaver's,Y
531,Octoberfest,Snowshoe,Y
533,Red Nitro,Hoptown,Y
534,Oktoberfest,Speakeasy,Y
535,October,Anderson Valley,Y
537,Bobby Dazzler,Portland,Y
538,Xmas 1999,Anchor,N
539,Porter,Jefferson State,Y
540,Holiday Ale,Jolly Roger,Y
541,Winter Ale,Butte Creek,Y
542,Indica I.P.A.,Lost Coast,Y
543,Lagunator,Lagunitas,Y
544,I.P.A.,Marin,Y
545,I.P.A.,Moylan's,Y
546,Hairy Eyeball,Lagunitas,Y
547,Merry Maker IPA,Coast Range,Y
548,5000 Year Ale Barleywine,Pyramid,Y
549,Winter Nacht,Widmer,Y
550,Steelhead Pale,Mad River,Y
551,Chocolate Milk Stout,Drake's,Y
552,Lunatic Lager,Moonlight,Y
553,Kilt Lifter,Moylan's,Y
554,Double Black,Red Hook,Y
555,Irish Red,Moylan's,Y
556,Tilted Kilt Scottish,Pyramid,Y
557,Sunset I.P.A.,Mad River,Y
558,Hefeweizen,Drake's,Y
559,Triple Naught,Anderson Valley,Y
560,Cutthroat Ale,Snowshoe,Y
561,Twist of Fate,Moonlight,Y
562,Old Rasputin Stout (N2)(10oz),North Coast,Y
563,Alchemist's Gold,Wizard,Y
564,Eroica ale,Lagunitas,Y
565,White Beer,Hoegaarden,Y
566,Pale Ale,Full Sail,Y
567,Sommerbrau,Widmer,Y
568,Porter,Bridgeport,Y
569,Porter,Mad River,Y
570,I.P.A.,Acme,Y
571,E.S.B,Alaskan,Y
572,I.P.A.,Hoptown,Y
573,Bock,Shiner,Y
574,Pale Ale,E.J. Phair,Y
575,Anniversary Ale,Speakeasy,Y
576,Summer Ale,Fuller's,Y
577,I.P.A.,E.J. Phair,N
578,Blonde Ale,Drake's,Y
579,Bock,Tied House,Y
580,Oatmeal Stout,Hoptown,Y
581,Amber Ale,Drake's,Y
582,Oktoberfest,Red Hook,Y
583,Broken Rake Ale,Pyramid,Y
584,Working Stiff Red Lager,Moonlight,Y
585,Oktoberfest,Speakeasy,Y
586,Oktoberfest,Anderson Valley,Y
587,Blood Red Ale,Drake's,Y
588,Oktoberfest,Sierra Nevada,Y
589,Bony Fingers,Moonlight,Y
590,Wheat,EJ Phair,Y
591,Ebenezer Ale,Bridgeport,Y
592,Ragwater,Lagunitas,Y
593,Barleywine,E.J. Phair,Y
594,Scotch Ale,Coast Range,Y
595,Brown Shugga (10oz),Lagunitas,Y
596,Golden Ale,Hoptown,Y
597,Pranqster Belgian,North Coast,Y
598,Jolly Roger '2000,Drake's,Y
599,Winter Warmer,E.J. Phair,Y
600,Christmas 2000,Anchor,Y
601,Imperial I.P.A,Hoptown,Y
602,Belgian Lager,Stella Artois,Y
603,Golden Ale,Butterfield,Y
604,Winterfest Ale,St. Stan's,Y
605,Old Man Winter,Snowshoe,Y
606,Pilsner,Gordon Biersch,Y
607,Irish Red,Rubicon,Y
608,Brown,Hoptown,Y
609,Yellow Snow Pale Ale,Rogue,Y
610,Toast *(05)*,Moonlight,Y
611,Marzen,Anderson Valley,Y
612,Amber,Rubicon,Y
613,I.P.A.,Golden Gate,Y
614,Honey Wheat,E.J. Phair,Y
615,Liquid Sunshine Blonde,Hoppy Brewing,N
616,Pale Face Pale Ale,Hoptown,Y
617,Brown Ale,Wolaver's,Y
618,Springfest,Widmer,Y
619,Lager,Tecate,Y
620,XX Amber,Dos Equis,Y
621,Marzen,E.J. Phair,Y
622,Pilsner,E.J. Phair,Y
623,Helles Lager,Sudwerk,Y
624,Drake's Ale,Bake's,Y
625,Quail Springs IPA,Deschutes,Y
626,American Lager,Sudwerk,Y
627,Independence Ale,Butterfield,Y
628,Past Due Pale Ale,Moonlight,Y
629,Best Bitter,Sierra Nevada,Y
630,Blonde Ale,Sierra Nevada,Y
631,Nitrogen I.P.A.,Hoptown,Y
632,Sun Fest,Pyramid,Y
633,Summer Ale,Snowshoe,Y
634,Hefeweizen,Butterfield,Y
635,I.P.A.,Butte Creek,Y
636,Oatmeal Stout,Butterfield,Y
637,Belgian White,Faultline,Y
638,Brown Ale,Faultline,Y
639,Stout,Faultline,Y
640,Pale Ale,Mt. St. Helena,Y
641,Brown Ale,Mt. St. Helena,Y
642,Honey Wheat,Mt. St. Helena,Y
643,Blue Bell Bitter,Magnolia,Y
644,Prescription Pale Ale,Magnolia,Y
645,Spud Boy's IPA,Magnolia,Y
646,Kronik Ale,Lagunitas,Y
647,Best Bitter,Drakes,Y
648,Zatec Pilsner,Drakes,Y
649,Red Oat Ale,Moonlight,Y
650,Fat Tire Ale,New Belgium,Y
651,Celts Golden Ale,Moylan's,Y
652,Amber Alt,Moylan's,Y
653,Moylander Double IPA,Moylan's,Y
654,Imperial Stout,Moylan's,Y
655,Harvest Ale,Drake's,Y
656,Oktoberfest,Sierra Nevada,Y
657,Dry Leaves Alt,Moonlight,Y
658,Porter,Butte Creek,Y
659,Highlander Pale ale,Portland,Y
660,Blackwatch Porter,Portland,Y
661,Arrogant Bastard,Stone,Y
662,I.P.A,Stone,Y
663,Wheat,Hook & Ladder,Y
664,Wheat Hopper,Hoptown,Y
665,Brown,Hook & Ladder,Y
666,Jolly Roger 2001,Drakes,Y
667,Total Eclipse Black,Hoppy Brewing,Y
668,Stony Red Ale,Hoppy Brewing,Y
669,Hoppy Claus,Hoppy Brewing,Y
670,Wintertime Belgian Ale,North Coast,Y
671,Christmas 2001,Anchor,Y
672,Obsidian Stout (N2),Deschutes,Y
673,Black Christmas,Moylan's,Y
674,Winter,Alaskan,Y
675,Rye,Magnolia,Y
676,Yule Tide Porter,Mendocino Brewing,Y
677,Nitro Brown,Hoptown,Y
678,Organic Ale,Butte Creek,Y
679,Pale Ale,Speakeasy,Y
680,Old Godfather (10oz),Speakeasy,Y
681,Amber,Abita,Y
682,Andygator Ale,Abita,Y
683,I.P.A,El Toro,Y
684,El Rey Blonde Lager,Kelley Brothers,Y
685,Crossroads German Wheat,Kelley Bros.,Y
686,Inferno Red,Kelley Brothers,Y
687,Extreme Pale Ale,Kelley Brothers,Y
688,Brown,E.J. Phair,Y
689,D.U. I.P.A.,Hoptown,Y
690,Whitecap Ale,Full Sail,Y
691,Pilsner,San Francisco,Y
692,Pale Ale,San Francisco,Y
693,I.P.A.,San Francisco,Y
694,Stout,San Francisco,Y
695,Buckwheat Ale,Rogue,Y
696,Ditzy Blonde,EJ Phair,Y
697,Pale Ale,Black Diamond,Y
698,Rye Ale,Black Diamond,Y
699,Stout,Black Diamond,Y
700,Shorty's Revenge,E.J. Phair,Y
701,Saison,Drake's,Y
702,Summer Pale Ale,Moonlight,Y
703,I.P.A.,Humboldt,Y
704,Golden Ale,St. Stan's,Y
705,Golden Ale,Russian River,Y
706,I.P.A.,Russian River,Y
707,Hop 2 It,Russian River,Y
708,Porter,Russian River,Y
709,Bock,Kelley Bros.,Y
710,Proving Ground IPA,Magnolia,Y
711,Nitro Porter,Rubicon,Y
712,Lager,Snowshoe,Y
713,Damnation Belgian,Russian River,Y
714,Weizen Bock,Marin,Y
715,White Knuckle,Marin,Y
716,Lager,Fosters,Y
717,Summer Ale,Alaskan,Y
718,White Hawk IPA,Mendocino,Y
719,English Pale,Kelley Bros.,Y
720,Albatross Lager,San Francisco,Y
721,Pilsner,Anderson Valley,Y
722,IPA,Kelley Bros.,Y
723,Pitch Black Porter,Snowshoe,Y
724,Pilsner,Moonlight,Y
725,Ragin' Ale,Russian River,Y
726,I.P.A,St. Stan's,Y
727,E.S.B,Black Diamond,Y
728,Pliny the Elder,Russian River,Y
729,Special #9,Lagunitas,Y
730,Censored,Lagunitas,Y
